timestamp,fatigue_label,left_knee,right_knee,left_hip,right_hip,left_ankle,right_ankle,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,neck,left_spine,right_spine,left_hip_torso,right_hip_torso,left_shoulder_torso,right_shoulder_torso
2025-03-23 18:45:11.519986,0.0,179.95570333422663,177.8522958324601,174.16192287237243,160.83151469661644,142.67266021089236,145.73996662655077,104.65424350529167,32.6038978045653,152.04541498838253,112.04964250251116,171.85720809224347,156.1752970618082,93.80028930971034,103.55302465423794,104.60478121328605,52.87475347612547,52.26129271222828,178.2918481487397,110.80848729359332
2025-03-23 18:45:11.543033,0.0,177.62245916067033,179.11829757110598,175.5348106033666,161.24329982060314,141.73484098507925,142.7121639910297,104.09456093327069,29.847977745632132,157.20728049679835,117.26039826122717,173.769860977663,155.04270052094304,88.26065598419035,103.24769952931655,104.58543202256074,52.49635045642078,52.08430408636877,178.32448646700868,107.78492066001691
2025-03-23 18:45:11.566798,0.0,177.891038271589,179.81419959624478,175.61671932606131,161.60618980492742,140.98918126248464,141.3168603296467,104.00871218983355,28.908389394600885,155.9770674855324,118.57293349684937,160.7546694343125,155.38190656453727,84.56776029526165,103.08821992459157,104.52597049449446,52.30634483866042,52.01083558011507,178.6335889237075,106.66932224164093
2025-03-23 18:45:11.591887,0.0,178.35372147038382,179.62377911543084,175.43499459117774,161.7751935189593,140.46862436248918,140.24052224388973,104.3310728425803,28.91625766788524,154.3115178544113,118.66794519802788,154.33376842915845,155.07415047758084,83.90944560374142,103.43482883765674,104.25403623896906,52.56364851881363,52.14987411687572,178.8970556763051,106.66140975753468
2025-03-23 18:45:11.616947,0.0,178.53605363659614,179.75434689115295,175.6631055920273,161.57783485596963,139.57156741139244,139.8313058337406,104.24783855561687,29.327564842726364,153.2611453291841,118.23419714047203,156.03829301981665,154.89890941689836,83.69950397533482,103.42208672685466,104.15952446234536,52.55641590215707,52.14438607632483,178.91712139361888,107.07667081552435
2025-03-23 18:45:11.639330,0.0,178.63504778609462,179.94173245054984,175.92831146297414,161.17705697058747,139.12135882592435,139.64638426685352,104.25194188565848,29.36734551107167,155.3375201047936,118.21039386666602,166.75514755444706,154.849785399039,82.71237191204482,103.40224342696716,104.36163452989318,52.714460011151985,52.396193088271275,178.9895832608793,106.86582617899052
2025-03-23 18:45:11.664786,0.0,178.03371743424393,179.57204418260918,176.49216082705644,160.59272058652147,139.22096352742068,139.71712401176634,104.12699733733653,29.195103625108892,157.33492466317583,118.5237717431562,167.73844441350096,155.39655794664066,81.34754229334507,103.29456476089833,104.70358160718988,52.899135325983735,52.74637067274577,178.99358549341648,106.33036910094077
2025-03-23 18:45:11.687587,0.0,177.21834199070133,179.75146404951545,176.99201116917197,160.49628578595042,140.55310190178272,140.29407463058075,104.00739917130862,28.83534606421061,156.85407616939455,118.80491610130798,164.87340572190556,156.27478737239588,81.1171571452394,103.20765881760077,104.95240279756106,53.084415958553244,53.04465816867652,178.94390072177453,105.73878289858285
2025-03-23 18:45:11.711576,0.0,176.6839613750524,179.60397904379334,177.31606014726538,160.1636232028525,140.98410639653517,140.50651238317022,103.81945851522428,28.657163961153575,156.52442570218292,119.0702499048844,163.26466818562145,156.7599127664483,81.18939663015006,103.14307345301022,105.23326472238598,53.214651658975136,53.30387998194979,178.83485766345336,105.26542663752831
2025-03-23 18:45:11.734886,0.0,176.532996808769,179.51040094050052,177.58827146098216,160.01226762354975,141.03319161589343,140.99667851997947,103.62734988965248,28.781394069111034,156.58151381805249,119.00523511585465,167.60475975372316,156.974023425801,80.8753455158253,102.96494264415021,105.3297192685191,53.10732647783253,53.32678928556747,178.908900133541,105.2051819125532
2025-03-23 18:45:11.758011,0.0,176.71380519050808,179.70838586320582,177.35222937066257,160.43212571106108,141.50650767662566,141.40691288721524,103.28782183498284,28.67804290682211,155.93863296056202,118.9918406777293,168.3225588977572,157.17526211805074,80.20447326780786,102.91762615322847,105.17901806105031,52.970578047032156,53.19036990737208,178.72122204303903,105.14799848448716
2025-03-23 18:45:11.782842,0.0,177.0719244213971,179.92147466082838,176.86895071503636,161.1199876587456,141.7218246898752,141.61839319968985,102.80982628017925,28.377398607389175,154.67233492054032,119.37138260462274,168.54843517091626,156.93251500001438,80.10497115483707,102.96180445562976,104.95426692820314,52.90114475048987,53.03967956197257,178.24141491706848,105.0297385866671
2025-03-23 18:45:11.807157,0.0,177.4883232064709,179.48604590076152,176.53382366891063,161.38045683513067,141.25479642566705,141.95806022878912,102.55311449643618,28.194189405070293,153.90665427743795,119.71373921099692,165.6162910378278,156.89108942861304,80.66516560760027,103.0319424686926,104.87976223300669,52.918336435388994,53.02369323436975,177.96675115372017,104.868848046087
2025-03-23 18:45:11.830343,0.0,177.86617446396988,179.1480453872858,176.46020573017918,161.60846376192285,140.85541248742868,142.12769404147886,102.53226084016752,28.21832442675852,153.963877207154,120.05475454869864,165.0925736296302,156.97758440452452,81.07652510921382,102.97808824327242,104.7804469755375,52.823888381255195,52.93507209500997,178.0613118861896,104.93073816192653
2025-03-23 18:45:11.855178,0.0,178.07403548780985,178.9251915726804,176.51314158509916,161.65683608044716,140.32004596742684,142.23792459983176,102.56696085213837,28.384835626351467,154.52056847724717,120.11883796329533,167.07488694326372,157.12838677000656,81.37065626749168,102.90810758631852,104.78670606211111,52.75156646738142,52.91186654644937,178.22662189620485,105.03036093385535
