timestamp,fatigue_label,left_knee,right_knee,left_hip,right_hip,left_ankle,right_ankle,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,neck,left_spine,right_spine,left_hip_torso,right_hip_torso,left_shoulder_torso,right_shoulder_torso
2025-03-23 18:34:09.221155,0.0,172.43344616105247,167.75587665124527,173.37597420928694,169.6469703445378,164.89278579748003,150.57082452789092,34.957632642509274,50.161140229997415,27.263896580713634,87.57442927408891,108.02382897047465,105.27815961028871,94.64705098442364,94.21867343154113,85.07879459654961,35.363452983652884,32.184365453217424,119.78415788489957,45.71486649952153
2025-03-23 18:34:09.244795,0.0,129.85503357833892,178.92322665785267,132.34256837207522,175.39919327726886,177.75853911359405,159.2963906414422,40.09988061565262,11.312262995380602,100.92530952557149,105.0848285477272,178.96928495371014,164.86006887820005,129.99064475640282,101.45606763747402,89.02507371473365,43.75674188942236,39.58941369132255,119.08178365972165,79.22469260834268
2025-03-23 18:34:09.282189,0.0,104.12561537889249,152.37175807123137,91.86851045443743,152.27922699941288,161.12088635754603,146.24024950035997,51.08190139697021,6.084056414061921,112.31864768560393,117.33519582602345,155.5023285913213,175.36996721744458,132.30500891840776,109.84139450909154,90.42533373167532,58.417628371710464,51.287558528364116,125.79236656877208,78.93875017336933
2025-03-23 18:34:09.319189,0.0,91.98540309838722,138.2353225055572,85.85364446035642,112.33943647302374,131.7452414807005,176.54106368959145,49.396785543611195,5.71038011477486,122.3294883720882,121.87899681641353,144.34283265072986,179.7990481893819,128.908849803485,105.01177529789186,107.62347940283661,69.7392567275111,71.2064140724708,124.11073493312848,78.36117602452909
2025-03-23 18:34:09.354743,0.0,94.62813226362039,140.27878088267724,89.81979424003035,108.64610773265849,138.76373154153416,172.77292383259632,47.371245733317814,10.439381741729404,128.26513313337006,120.22381297962959,141.65323142888462,175.96514793036053,129.88418843211716,105.13782013669467,110.78077436763303,71.79763261784737,74.08938444702713,120.19194295517981,81.7000900155397
2025-03-23 18:34:09.392812,0.0,101.39091583667482,139.63317131173696,94.80299382419722,101.89443892321998,155.06737973008393,171.68598258324332,44.38101317480291,13.921121893433996,131.74839140511767,121.01535756197745,147.72081778437476,172.29101476776228,126.68484272777744,107.02669662770938,112.37155681689029,72.1611575993896,75.47167962230823,117.4160831469686,81.48779847666859
2025-03-23 18:34:09.429174,0.0,101.69421286099538,146.21907005137243,93.64529334518971,106.77805557615386,145.1119219222353,172.25645955342873,43.84487298655646,16.737867907533,140.78170096328677,117.67445971765353,145.56537898078548,169.7451847270069,126.39589076740508,108.08598779534017,114.8296247790394,74.86673243374825,78.5827200305345,114.95975613523132,82.70737218447859
2025-03-23 18:34:09.466463,0.0,103.43798002867351,144.19746002592632,96.72047132736444,103.70714143683358,147.32509674642606,175.73556798027894,42.40727268897212,23.42898341386235,133.6294247020545,107.88980012001791,157.25415133978643,171.19586982395907,124.33536808129107,107.42591340724698,115.35106944412281,73.82774388800887,78.34389318039067,114.40431190535378,88.6549613461109
2025-03-23 18:34:09.502880,0.0,99.07269634313997,139.5423611820468,94.60075964754039,95.96363242021198,143.1971369000063,172.62189012360554,35.745110163967965,31.05471298458054,122.1021976577347,96.37459928630928,178.3644672248771,173.66681856452266,121.94198870759354,106.09655435841381,117.75631522611282,72.38267290204034,78.12178274202768,107.79483295299332,95.15212061102852
2025-03-23 18:34:09.539181,0.0,97.8727162171628,133.2444885715005,93.24430619637674,87.85365104227253,138.29805012057295,172.66854132993925,32.81994541440531,34.85284101477131,114.85981375148381,92.19758975052375,173.22687044016251,173.35923344115056,120.73094741979124,105.069222580164,118.1101889401682,70.37310349462638,76.64589582973791,105.91645300403317,98.57692190481126
2025-03-23 18:34:09.576189,0.0,95.59755398031365,142.22798292718264,93.78566328948015,95.86445283918226,136.69541438056788,176.35968981501514,29.868712905562056,35.32737736273651,113.54325191990955,89.76378432034562,174.76826978197704,170.9995480077724,119.20161526880925,103.79759561368502,117.2539280351843,68.87195366109432,75.11813926653652,103.82105749747227,100.323509121957
2025-03-23 18:34:09.612750,0.0,93.0390402717677,141.26925051641635,94.02192679896574,96.21634783816711,133.13197451161733,175.1059143308217,29.09207142987548,35.63374002858797,108.848894029879,86.86175219416099,135.9720070983706,170.79854924703437,119.26107167382939,102.98684644103967,116.73385774245915,67.49189559073231,73.70347589187836,103.71219629996077,101.29291097500386
2025-03-23 18:34:09.649598,0.0,92.36483535856166,140.55950082013285,93.56609324573964,97.71219766307763,134.0771855486004,176.13032220869462,28.805199429885093,36.522448825359184,102.85964674017038,82.14838067233269,118.45763514229799,169.55331631401256,119.02098190740806,103.32239364052775,114.98308575595736,66.95813514079973,72.12801056975825,103.31761008582795,103.70455877293121
2025-03-23 18:34:09.686933,0.0,92.26094968893705,134.70344767228715,93.74671875220162,94.63750953889581,131.1134513303092,177.90943834172398,31.965997140973716,37.03251092476613,84.5813322495697,79.43600936293001,119.15544089585835,166.93056081752977,119.95565405590865,103.81545361896308,114.41897745469015,67.34696844668456,71.83944564572681,105.76888674942708,104.99519024265956
2025-03-23 18:34:09.723299,0.0,90.48255942719038,129.3288570742451,93.30849918040819,92.77334674169151,129.92562865961915,174.8905920380868,31.785543599102375,37.996522473421294,79.14250609622934,75.20943249930824,116.27806846590626,166.86911239203522,119.76012304794092,104.17995110707828,114.6776115947189,68.29560610141691,72.50321733799815,104.69814234982515,106.22636102090135
